PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
TNR051320,484110,"General Freight Trucking, Local",4212,"Local Trucking, Without Storage"
TNR051321,326191,Plastics Plumbing Fixture Manufacturing,3088,Plastics Plumbing Fixtures
TNR051323,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051324,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051326,,,3534,Elevators And Moving Stairways
TNR051327,,,2282,Throwing And Winding Mills
TNR051330,,,2851,Paints And Allied Products
TNR051331,333922,Conveyor and Conveying Equipment Manufacturing,3535,Conveyors And Conveying Equipment
TNR051332,,,3499,Fabricated Metal Products
TNR051333,,,3639,Household Appliances
TNR051336,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,3299,Nonmetallic Mineral Products
TNR051337,,,5015,"Motor Vehicle Parts, Used"
TNR051340,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051342,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051343,,,4911,Electric Services
TNR051346,323117,Books Printing,2732,Book Printing
TNR051347,,,4953,Refuse Systems
TNR051348,333319,Other Commercial and Service Industry Machinery Manufacturing [2007],3599,Industrial Machinery
TNR051349,,,3585,Refrigeration And Heating Equipment
TNR051350,314999,All Other Miscellaneous Textile Product Mills,2399,Fabricated Textile Products
TNR051352,,,3639,Household Appliances
TNR051353,,,2875,"Fertilizers, Mixing Only"
TNR051354,,,2875,"Fertilizers, Mixing Only"
TNR051356,,,3341,Secondary Nonferrous Metals
TNR051357,335311,"Power, Distribution, and Specialty Transformer Manufacturing",3612,"Transformers, Except Electronic"
TNR051359,335311,"Power, Distribution, and Specialty Transformer Manufacturing",3612,"Transformers, Except Electronic"
TNR051362,333991,Power-Driven Handtool Manufacturing,3546,Power-Driven Handtools
TNR051363,336399,All Other Motor Vehicle Parts Manufacturing [2007],3714,Motor Vehicle Parts And Accessories
TNR051364,336611,Ship Building and Repairing,3731,Ship Building And Repairing
TNR051365,322222,Coated and Laminated Paper Manufacturing [2007],2672,Paper Coated And Laminated
TNR051366,212321,Construction Sand and Gravel Mining,1442,Construction Sand And Gravel
TNR051367,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",5032,"Brick, Stone, & Related Materials"
TNR051368,,,4213,"Trucking, Except Local"
TNR051369,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,3299,Nonmetallic Mineral Products
TNR051373,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051374,484121,"General Freight Trucking, Long-Distance, Truckload",4213,"Trucking, Except Local"
TNR051375,,,2411,Logging
TNR051376,335311,"Power, Distribution, and Specialty Transformer Manufacturing",3612,"Transformers, Except Electronic"
TNR051377,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2899,Chemical Preparations
TNR051381,,,2421,"Sawmills And Planing Mills, General"
TNR051384,,,5015,"Motor Vehicle Parts, Used"
TNR051385,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051387,111998,All Other Miscellaneous Crop Farming,0191,"General Farms, Primarily Crop"
TNR051388,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2819,Industrial Inorganic Chemicals
TNR051391,326299,All Other Rubber Product Manufacturing,3069,Fabricated Rubber Products
TNR051392,,,3443,Fabricated Plate Work (Boiler Shops)
TNR051393,326299,All Other Rubber Product Manufacturing,3069,Fabricated Rubber Products
TNR051394,326299,All Other Rubber Product Manufacturing,3069,Fabricated Rubber Products
TNR051395,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051396,493120,Refrigerated Warehousing and Storage,4222,Refrigerated Warehousing And Storage
TNR051397,335221,Household Cooking Appliance Manufacturing,3631,Household Cooking Equipment
TNR051398,,,5015,"Motor Vehicle Parts, Used"
TNR051400,335911,Storage Battery Manufacturing,3691,Storage Batteries
TNR051401,337110,Wood Kitchen Cabinet and Countertop Manufacturing,2434,Wood Kitchen Cabinets
TNR051404,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,3499,Fabricated Metal Products
TNR051406,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051407,,,2431,Millwork
TNR051412,311511,Fluid Milk Manufacturing,2026,Fluid Milk
TNR051413,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051414,,,3089,Plastics Products
TNR051415,212321,Construction Sand and Gravel Mining,1442,Construction Sand And Gravel
TNR051416,,,3089,Plastics Products
TNR051418,212321,Construction Sand and Gravel Mining,1442,Construction Sand And Gravel
TNR051419,,,3714,Motor Vehicle Parts And Accessories
TNR051420,,,2421,"Sawmills And Planing Mills, General"
TNR051421,331522,Nonferrous [Except Aluminum] Die-Casting Foundries [2007],3364,Nonferrous Die-Casting Except Aluminum
TNR051422,332911,Industrial Valve Manufacturing,3491,Industrial Valves
TNR051426,,,5015,"Motor Vehicle Parts, Used"
TNR051427,324121,Asphalt Paving Mixture and Block Manufacturing,2951,Asphalt Paving Mixtures And Blocks
TNR051429,324121,Asphalt Paving Mixture and Block Manufacturing,2951,Asphalt Paving Mixtures And Blocks
TNR051430,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051431,335911,Storage Battery Manufacturing,3691,Storage Batteries
TNR051432,327390,Other Concrete Product Manufacturing,3272,Concrete Products
TNR051433,325120,Industrial Gas Manufacturing,2813,Industrial Gases
TNR051434,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051437,324121,Asphalt Paving Mixture and Block Manufacturing,2951,Asphalt Paving Mixtures And Blocks
TNR051438,,,3089,Plastics Products
TNR051440,336212,Truck Trailer Manufacturing,3715,Truck Trailers
TNR051441,,,2426,Hardwood Dimension & Flooring Mills
TNR051442,,,4213,"Trucking, Except Local"
TNR051443,424710,Petroleum Bulk Stations and Terminals,5171,Petroleum Bulk Stations & Terminals
TNR051445,,,2269,Finishing Plants
TNR051447,115112,"Soil Preparation, Planting, and Cultivating",0711,Soil Preparation Services
TNR051449,327320,Ready-Mix Concrete Manufacturing,3273,Ready-Mixed Concrete
TNR051452,324121,Asphalt Paving Mixture and Block Manufacturing,2951,Asphalt Paving Mixtures And Blocks
TNR051454,,,9999,Nonclassifiable Establishments
TNR051456,332312,Fabricated Structural Metal Manufacturing,3441,Fabricated Structural Metal
TNR051457,,,3365,Aluminum Foundries
TNR051460,332996,Fabricated Pipe and Pipe Fitting Manufacturing,3498,Fabricated Pipe And Fittings
TNR051463,331513,Steel Foundries [Except Investment],3325,Steel Foundries
TNR051465,484121,"General Freight Trucking, Long-Distance, Truckload",4213,"Trucking, Except Local"
TNR051467,331511,Iron Foundries,3321,Gray And Ductile Iron Foundries
TNR051468,335311,"Power, Distribution, and Specialty Transformer Manufacturing",3612,"Transformers, Except Electronic"
TNR051469,,,4231,Trucking Terminal Facilities
TNR051470,,,5093,Scrap And Waste Materials
TNR051472,,,2491,Wood Preserving
TNR051473,,,9999,Nonclassifiable Establishments
TNR051475,211111,Crude Petroleum and Natural Gas Extraction,1311,Crude Petroleum And Natural Gas
TNR051478,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051479,,,5015,"Motor Vehicle Parts, Used"
TNR051481,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051482,339991,"Gasket, Packing, and Sealing Device Manufacturing",3053,"Gaskets, Packing And Sealing Devices"
TNR051483,336612,Boat Building,3732,Boat Building And Repairing
TNR051484,325510,Paint and Coating Manufacturing,2851,Paints And Allied Products
TNR051485,,,3086,Plastics Foam Products
TNR051487,325188,All Other Basic Inorganic Chemical Manufacturing [2007],2869,Industrial Organic Chemicals
TNR051488,,,5093,Scrap And Waste Materials
TNR051489,,,9999,Nonclassifiable Establishments
TNR051491,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051492,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051494,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051495,,,2086,Bottled And Canned Soft Drinks
TNR051496,,,3562,Ball And Roller Bearings
TNR051499,,,3842,Surgical Appliances And Supplies
TNR051501,324121,Asphalt Paving Mixture and Block Manufacturing,2951,Asphalt Paving Mixtures And Blocks
TNR051509,332996,Fabricated Pipe and Pipe Fitting Manufacturing,3498,Fabricated Pipe And Fittings
TNR051511,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051514,,,9999,Nonclassifiable Establishments
TNR051517,237310,"Highway, Street, and Bridge Construction",1611,Highway And Street Construction
TNR051518,333120,Construction Machinery Manufacturing,3531,Construction Machinery
TNR051519,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051524,336399,All Other Motor Vehicle Parts Manufacturing [2007],3714,Motor Vehicle Parts And Accessories
TNR051526,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051529,,,4953,Refuse Systems
TNR051531,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051534,322211,Corrugated and Solid Fiber Box Manufacturing,2653,Corrugated And Solid Fiber Boxes
TNR051538,321920,Wood Container and Pallet Manufacturing,2448,Wood Pallets And Skids
TNR051539,,,3585,Refrigeration And Heating Equipment
TNR051540,,,2819,Industrial Inorganic Chemicals
TNR051541,,,2421,"Sawmills And Planing Mills, General"
TNR051544,325211,Plastics Material and Resin Manufacturing,2821,Plastics Materials And Resins
TNR051545,,,3541,"Machine Tools, Metal Cutting Types"
TNR051549,335311,"Power, Distribution, and Specialty Transformer Manufacturing",3612,"Transformers, Except Electronic"
TNR051551,,,2491,Wood Preserving
TNR051559,,,3471,Plating And Polishing
TNR051563,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051566,,,3541,"Machine Tools, Metal Cutting Types"
TNR051567,327212,Other Pressed and Blown Glass and Glassware Manufacturing,3229,Pressed And Blown Glass
TNR051572,332811,Metal Heat Treating,3398,Metal Heat Treating
TNR051577,484121,"General Freight Trucking, Long-Distance, Truckload",4213,"Trucking, Except Local"
TNR051581,,,5015,"Motor Vehicle Parts, Used"
TNR051583,333414,Heating Equipment [Except Warm Air Furnaces] Manufacturing,3433,"Heating Equipment, Except Electric"
TNR051585,,,3795,Tanks And Tank Components
TNR051587,337121,Upholstered Household Furniture Manufacturing,2512,Upholstered Household Furniture
TNR051589,337121,Upholstered Household Furniture Manufacturing,2512,Upholstered Household Furniture
TNR051593,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051594,484110,"General Freight Trucking, Local",4214,Local Trucking With Storage
TNR051595,321920,Wood Container and Pallet Manufacturing,2449,Wood Containers
TNR051596,,,5093,Scrap And Waste Materials
TNR051599,,,3089,Plastics Products
TNR051602,331316,Aluminum Extruded Product Manufacturing [2007],3354,Aluminum Extruded Products
TNR051604,,,3629,Electrical Industrial Apparatus
TNR051607,,,3341,Secondary Nonferrous Metals
TNR051608,332311,Prefabricated Metal Building and Component Manufacturing,3448,Prefabricated Metal Buildings
TNR051613,,,3011,Tires And Inner Tubes
TNR051617,,,4213,"Trucking, Except Local"
TNR051620,333311,Automatic Vending Machine Manufacturing [2007],3581,Automatic Vending Machines
TNR051621,,,3639,Household Appliances
TNR051622,,,2531,Public Building & Related Furniture
TNR051623,336399,All Other Motor Vehicle Parts Manufacturing [2007],3714,Motor Vehicle Parts And Accessories
TNR051624,336399,All Other Motor Vehicle Parts Manufacturing [2007],3714,Motor Vehicle Parts And Accessories
TNR051627,,,4213,"Trucking, Except Local"
TNR051628,,,4953,Refuse Systems
TNR051633,,,2512,Upholstered Household Furniture
TNR051636,332312,Fabricated Structural Metal Manufacturing,3441,Fabricated Structural Metal
TNR051638,,,2086,Bottled And Canned Soft Drinks
TNR051643,,,5015,"Motor Vehicle Parts, Used"
TNR051648,332111,Iron and Steel Forging,3462,Iron And Steel Forgings
TNR051649,,,2512,Upholstered Household Furniture
TNR051656,,,3691,Storage Batteries
TNR051657,,,3944,"Games, Toys, And Children*s Vehicles"
TNR051660,423140,Motor Vehicle Parts [Used] Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
TNR051663,484121,"General Freight Trucking, Long-Distance, Truckload",4213,"Trucking, Except Local"
TNR051673,,,3341,Secondary Nonferrous Metals
TNR051675,,,5015,"Motor Vehicle Parts, Used"
TNR051676,331511,Iron Foundries,3321,Gray And Ductile Iron Foundries
TNR051677,484110,"General Freight Trucking, Local",4214,Local Trucking With Storage
TNR051679,,,3271,Concrete Block And Brick
TNR051680,,,5015,"Motor Vehicle Parts, Used"
TNR051685,,,2426,Hardwood Dimension & Flooring Mills
TNR051686,311211,Flour Milling,2041,Flour And Other Grain Mill Products
TNR051689,,,3479,Metal Coating And Allied Services
TNR051692,335911,Storage Battery Manufacturing,3691,Storage Batteries
TNR051694,311312,Cane Sugar Refining [2007],2062,Cane Sugar Refining
TNR051700,,,2013,Sausages And Other Prepared Meats
TNR051704,336211,Motor Vehicle Body Manufacturing,3713,Truck And Bus Bodies
TNR051706,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051713,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051714,,,2869,Industrial Organic Chemicals
TNR051718,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051721,,,5093,Scrap And Waste Materials
TNR051722,,,3089,Plastics Products
TNR051723,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051724,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051725,,,4213,"Trucking, Except Local"
TNR051727,,,4011,"Railroads, Line-Haul Operating"
TNR051731,562212,Solid Waste Landfill,4953,Refuse Systems
TNR051734,493110,General Warehousing and Storage,4225,General Warehousing And Storage
TNR051735,336211,Motor Vehicle Body Manufacturing,3713,Truck And Bus Bodies
TNR051745,311320,Chocolate and Confectionery Manufacturing from Cacao Beans [2007],2066,Chocolate And Cocoa Products
TNR051746,325188,All Other Basic Inorganic Chemical Manufacturing [2007],2869,Industrial Organic Chemicals
TNR051749,,,3321,Gray And Ductile Iron Foundries
TNR051750,,,4953,Refuse Systems
TNR051751,488490,Other Support Activities for Road Transportation,4231,Trucking Terminal Facilities
TNR051755,423930,Recyclable Material Merchant Wholesalers,5093,Scrap And Waste Materials
TNR051757,335311,"Power, Distribution, and Specialty Transformer Manufacturing",3612,"Transformers, Except Electronic"
TNR051758,,,3357,Nonferrous Wiredrawing & Insulating
TNR051761,,,3441,Fabricated Structural Metal
TNR051767,339991,"Gasket, Packing, and Sealing Device Manufacturing",3053,"Gaskets, Packing And Sealing Devices"
TNR051768,339993,"Fastener, Button, Needle, and Pin Manufacturing",3965,"Fasteners, Buttons, Needles, & Pins"
TNR051769,,,3399,Primary Metal Products
TNR051775,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,2819,Industrial Inorganic Chemicals
TNR051776,327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,3299,Nonmetallic Mineral Products
TNR051777,,,9999,Nonclassifiable Establishments
TNR051780,,,3087,Custom Compound Purchased Resins
TNR051781,326299,All Other Rubber Product Manufacturing,3069,Fabricated Rubber Products
TNR051782,327390,Other Concrete Product Manufacturing,3272,Concrete Products
TNR051785,,,4131,Intercity & Rural Bus Transportation
TNR051786,,,3089,Plastics Products
TNR051787,,,4911,Electric Services
TNR051793,336211,Motor Vehicle Body Manufacturing,3713,Truck And Bus Bodies
TNR051800,,,3082,Unsupported Plastics Profile Shapes
TNR051802,493110,General Warehousing and Storage,4225,General Warehousing And Storage
TNR051803,,,3465,Automotive Stampings
TNR051804,,,2426,Hardwood Dimension & Flooring Mills
TNR051805,,,5015,"Motor Vehicle Parts, Used"
TNR051808,,,3479,Metal Coating And Allied Services
